LEI_t0.077_eta0.175_kappa0.095_delta7.2_lambda0.100_phi0.650_e0.0060_from_prof_1
  0.00389184   0.01685743
  0.00484946   0.01877499
  0.00584073   0.02066996
  0.00686556   0.02254230
  0.00792383   0.02439196
  0.00901544   0.02621890
  0.01014029   0.02802305
  0.01129827   0.02980439
  0.01248928   0.03156285
  0.01371322   0.03329840
  0.01496998   0.03501098
  0.01625946   0.03670055
  0.01758155   0.03836706
  0.01893615   0.04001046
  0.02032316   0.04163070
  0.02174247   0.04322775
  0.02319397   0.04480154
  0.02467757   0.04635203
  0.02619315   0.04787917
  0.02774062   0.04938293
  0.02931987   0.05086324
  0.03093080   0.05232006
  0.03257330   0.05375335
  0.03424727   0.05516306
  0.03595260   0.05654913
  0.03768919   0.05791152
  0.03945693   0.05925019
  0.04125573   0.06056509
  0.04308548   0.06185616
  0.04494607   0.06312336
  0.04683740   0.06436665
  0.04875936   0.06558597
  0.05071186   0.06678129
  0.05269478   0.06795254
  0.05470802   0.06909969
  0.05675149   0.07022268
  0.05882507   0.07132147
  0.06092865   0.07239601
  0.06306215   0.07344626
  0.06522545   0.07447216
  0.06741844   0.07547367
  0.06964103   0.07645074
  0.07189311   0.07740332
  0.07417458   0.07833137
  0.07648533   0.07923483
  0.07882525   0.08011367
  0.08119425   0.08096783
  0.08359222   0.08179726
  0.08601905   0.08260193
  0.08847464   0.08338177
  0.09095890   0.08413674
  0.09347170   0.08486680
  0.09601295   0.08557190
  0.09858255   0.08625199
  0.10118039   0.08690702
  0.10380636   0.08753694
  0.10646037   0.08814172
  0.10914231   0.08872129
  0.11185207   0.08927561
  0.11458955   0.08980464
  0.11735464   0.09030833
  0.12014725   0.09078663
  0.12296726   0.09123948
  0.12581458   0.09166686
  0.12868910   0.09206870
  0.13159071   0.09244496
  0.13451932   0.09279559
  0.13747481   0.09312054
  0.14045708   0.09341977
  0.14346604   0.09369324
  0.14650156   0.09394088
  0.14956356   0.09416266
  0.15265193   0.09435852
  0.15576655   0.09452842
  0.15890734   0.09467232
  0.16207418   0.09479016
  0.16526697   0.09488189
  0.16848561   0.09494748
  0.17172998   0.09498686
  0.17500000   0.09500000
  0.17765666   0.09498250
  0.18062266   0.09493030
  0.18389201   0.09484390
  0.18745873   0.09472376
  0.19131684   0.09457037
  0.19546034   0.09438420
  0.19988326   0.09416573
  0.20457961   0.09391544
  0.20954341   0.09363381
  0.21476867   0.09332132
  0.22024941   0.09297844
  0.22597965   0.09260565
  0.23195340   0.09220344
  0.23816467   0.09177227
  0.24460749   0.09131263
  0.25127587   0.09082500
  0.25816382   0.09030985
  0.26526536   0.08976767
  0.27257451   0.08919892
  0.28008528   0.08860410
  0.28779169   0.08798367
  0.29568776   0.08733811
  0.30376749   0.08666791
  0.31202491   0.08597354
  0.32045404   0.08525548
  0.32904888   0.08451421
  0.33780345   0.08375021
  0.34671178   0.08296395
  0.35576787   0.08215592
  0.36496574   0.08132658
  0.37429941   0.08047643
  0.38376289   0.07960593
  0.39335020   0.07871557
  0.40305536   0.07780582
  0.41287238   0.07687716
  0.42279527   0.07593008
  0.43281806   0.07496504
  0.44293475   0.07398254
  0.45313937   0.07298303
  0.46342593   0.07196701
  0.47378845   0.07093496
  0.48422094   0.06988734
  0.49471742   0.06882464
  0.50527190   0.06774734
  0.51587840   0.06665591
  0.52653094   0.06555084
  0.53722353   0.06443260
  0.54795019   0.06330167
  0.55870493   0.06215852
  0.56948177   0.06100364
  0.58027473   0.05983751
  0.59107782   0.05866060
  0.60188505   0.05747338
  0.61269045   0.05627635
  0.62348803   0.05506998
  0.63427180   0.05385474
  0.64503578   0.05263111
  0.65577399   0.05139958
  0.66648044   0.05016062
  0.67714915   0.04891470
  0.68777414   0.04766232
  0.69834941   0.04640393
  0.70886899   0.04514004
  0.71932690   0.04387110
  0.72971714   0.04259760
  0.74003374   0.04132002
  0.75027070   0.04003884
  0.76042205   0.03875453
  0.77048180   0.03746757
  0.78044397   0.03617845
  0.79030258   0.03488763
  0.80005163   0.03359560
  0.80968515   0.03230284
  0.81919715   0.03100982
  0.82858164   0.02971702
  0.83783265   0.02842493
  0.84694419   0.02713401
  0.85591027   0.02584475
  0.86472492   0.02455762
  0.87338214   0.02327311
  0.88187595   0.02199169
  0.89020037   0.02071384
  0.89834942   0.01944004
  0.90631710   0.01817076
  0.91409744   0.01690649
  0.92168445   0.01564770
  0.92907215   0.01439488
  0.93625456   0.01314849
  0.94322568   0.01190902
  0.94997954   0.01067695
  0.95651015   0.00945275
  0.96281153   0.00823690
  0.96887769   0.00702988
  0.97470265   0.00583217
  0.98028043   0.00464425
  0.98560504   0.00346659
  0.99067049   0.00229968
  0.99547081   0.00114399
  1.00000000   0.00000000
  1.00030958  -0.00009839
  1.00060670  -0.00022967
  1.00088789  -0.00039230
  1.00114984  -0.00058438
  1.00138949  -0.00080366
  1.00160403  -0.00104757
  1.00179094  -0.00131324
  1.00194804  -0.00159756
  1.00207346  -0.00189720
  1.00216576  -0.00220865
  1.00222384  -0.00252825
  1.00224703  -0.00285225
  1.00223505  -0.00317686
  1.00218805  -0.00349828
  1.00210657  -0.00381273
  1.00199157  -0.00411652
  1.00184439  -0.00440610
  1.00166677  -0.00467807
  1.00146079  -0.00492924
  1.00122886  -0.00515667
  1.00097369  -0.00535769
  1.00069829  -0.00552995
  1.00040588  -0.00567141
  1.00009989  -0.00578044
  0.99978391  -0.00585574
  0.99946163  -0.00589643
  0.99913685  -0.00590205
  0.99881336  -0.00587251
  0.99849496  -0.00580817
  0.99396622  -0.00466424
  0.98916727  -0.00350872
  0.98410406  -0.00234210
  0.97878256  -0.00116484
  0.97320874   0.00002258
  0.96738857   0.00121968
  0.96132800   0.00242598
  0.95503301   0.00364102
  0.94850956   0.00486431
  0.94176361   0.00609537
  0.93480113   0.00733374
  0.92762809   0.00857893
  0.92025045   0.00983048
  0.91267418   0.01108790
  0.90490524   0.01235072
  0.89694960   0.01361846
  0.88881323   0.01489064
  0.88050208   0.01616680
  0.87202213   0.01744646
  0.86337933   0.01872913
  0.85457967   0.02001435
  0.84562909   0.02130163
  0.83653357   0.02259051
  0.82729907   0.02388050
  0.81793156   0.02517113
  0.80843700   0.02646193
  0.79882137   0.02775241
  0.78909061   0.02904211
  0.77925071   0.03033054
  0.76930762   0.03161723
  0.75926731   0.03290171
  0.74913574   0.03418350
  0.73891889   0.03546212
  0.72862272   0.03673709
  0.71825318   0.03800795
  0.70781626   0.03927422
  0.69731791   0.04053541
  0.68676409   0.04179105
  0.67616079   0.04304068
  0.66551395   0.04428381
  0.65482954   0.04551996
  0.64411354   0.04674866
  0.63337191   0.04796944
  0.62261060   0.04918181
  0.61183560   0.05038531
  0.60105285   0.05157945
  0.59026834   0.05276377
  0.57948801   0.05393778
  0.56871785   0.05510101
  0.55796381   0.05625298
  0.54723187   0.05739322
  0.53652797   0.05852125
  0.52585810   0.05963660
  0.51522822   0.06073878
  0.50464429   0.06182734
  0.49411227   0.06290177
  0.48363814   0.06396162
  0.47322786   0.06500641
  0.46288739   0.06603566
  0.45262270   0.06704889
  0.44243976   0.06804563
  0.43234452   0.06902540
  0.42234297   0.06998773
  0.41244105   0.07093214
  0.40264474   0.07185815
  0.39296001   0.07276530
  0.38339281   0.07365310
  0.37394911   0.07452107
  0.36463489   0.07536875
  0.35545610   0.07619565
  0.34641870   0.07700131
  0.33752868   0.07778523
  0.32879198   0.07854696
  0.32021458   0.07928600
  0.31180245   0.08000190
  0.30356154   0.08069416
  0.29549782   0.08136232
  0.28761726   0.08200590
  0.27992583   0.08262442
  0.27242948   0.08321741
  0.26513419   0.08378439
  0.25804592   0.08432488
  0.25117064   0.08483841
  0.24451431   0.08532451
  0.23808289   0.08578269
  0.23188236   0.08621249
  0.22591867   0.08661342
  0.22019780   0.08698502
  0.21472571   0.08732679
  0.20950836   0.08763828
  0.20455172   0.08791900
  0.19986175   0.08816847
  0.19544443   0.08838622
  0.19130571   0.08857178
  0.18745156   0.08872467
  0.18388795   0.08884441
  0.18062084   0.08893053
  0.17765621   0.08898255
  0.17500000   0.08900000
  0.17172998   0.08898686
  0.16848561   0.08894748
  0.16526697   0.08888189
  0.16207418   0.08879016
  0.15890734   0.08867232
  0.15576655   0.08852842
  0.15265193   0.08835852
  0.14956356   0.08816266
  0.14650156   0.08794088
  0.14346604   0.08769324
  0.14045708   0.08741977
  0.13747481   0.08712054
  0.13451932   0.08679559
  0.13159071   0.08644496
  0.12868910   0.08606870
  0.12581458   0.08566686
  0.12296726   0.08523948
  0.12014725   0.08478663
  0.11735464   0.08430833
  0.11458955   0.08380464
  0.11185207   0.08327561
  0.10914231   0.08272129
  0.10646037   0.08214172
  0.10380636   0.08153694
  0.10118039   0.08090702
  0.09858255   0.08025199
  0.09601295   0.07957190
  0.09347170   0.07886680
  0.09095890   0.07813674
  0.08847464   0.07738177
  0.08601905   0.07660193
  0.08359222   0.07579726
  0.08119425   0.07496783
  0.07882525   0.07411367
  0.07648533   0.07323483
  0.07417458   0.07233137
  0.07189311   0.07140332
  0.06964103   0.07045074
  0.06741844   0.06947367
  0.06522545   0.06847216
  0.06306215   0.06744626
  0.06092865   0.06639601
  0.05882507   0.06532147
  0.05675149   0.06422268
  0.05470802   0.06309969
  0.05269478   0.06195254
  0.05071186   0.06078129
  0.04976929   0.06020416
  0.04885176   0.05962168
  0.04795972   0.05903452
  0.04709363   0.05844331
  0.04625397   0.05784873
  0.04544117   0.05725141
  0.04465572   0.05665201
  0.04389807   0.05605119
  0.04316869   0.05544959
  0.04246803   0.05484787
  0.04179656   0.05424668
  0.04115475   0.05364668
  0.04054304   0.05304852
  0.03996191   0.05245284
  0.03941181   0.05186030
  0.03889322   0.05127157
  0.03840658   0.05068727
  0.03795237   0.05010808
  0.03753104   0.04953465
  0.03714306   0.04896761
  0.03678889   0.04840764
  0.03646899   0.04785538
  0.03618382   0.04731148
  0.03593385   0.04677660
  0.03571953   0.04625138
  0.03554133   0.04573649
  0.03539972   0.04523258
  0.03529514   0.04474029
  0.03522807   0.04426028
  0.03519897   0.04379320
  0.03520830   0.04333971
  0.03525652   0.04290046
  0.03534409   0.04247609
  0.03547148   0.04206727
  0.03563914   0.04167465
  0.03584755   0.04129888
  0.03609715   0.04094060
  0.03638842   0.04060049
