rib_12
 1.0000000  0.0000000
 0.9577769  0.0017841
 0.9081751  0.0038799
 0.8585733  0.0059757
 0.8089715  0.0080716
 0.7887696  0.0089252
 0.7593697  0.0101674
 0.7097680  0.0122632
 0.6601662  0.0143591
 0.6105644  0.0164549
 0.5983523  0.0169709
 0.5609626  0.0185507
 0.5113608  0.0206466
 0.4617590  0.0227424
 0.4301315  0.0240788
 0.4121573  0.0248383
 0.3625555  0.0269341
 0.3129537  0.0290299
 0.2944570  0.0298115
 0.2864751  0.0301487
 0.2631344  0.0311350
 0.2431549  0.0319791
 0.2231755  0.0328233
 0.2031960  0.0336675
 0.1832166  0.0345117
 0.1750000  0.0348589
 0.1696407  0.0350854
 0.1632797  0.0353541
 0.1433727  0.0361953
 0.1234657  0.0370364
 0.1222984  0.0370857
 0.1039075  0.0378628
 0.0941392  0.0382755
 0.0842841  0.0386920
 0.0818568  0.0387945
 0.0751055  0.0390798
 0.0658445  0.0394711
 0.0565836  0.0398624
 0.0529896  0.0400142
 0.0478730  0.0402304
 0.0395115  0.0405837
 0.0311500  0.0394836
 0.0292787  0.0389883
 0.0290956  0.0389347
 0.0273482  0.0383752
 0.0256109  0.0377306
 0.0256009  0.0377266
 0.0238535  0.0369842
 0.0221062  0.0361423
 0.0203588  0.0351935
 0.0186115  0.0341292
 0.0168641  0.0329380
 0.0151168  0.0316056
 0.0133694  0.0301133
 0.0132474  0.0300025
 0.0121593  0.0289732
 0.0109895  0.0277767
 0.0098198  0.0264746
 0.0086500  0.0250505
 0.0074877  0.0234927
 0.0066048  0.0221960
 0.0057275  0.0207906
 0.0048502  0.0192431
 0.0039729  0.0175158
 0.0038037  0.0171576
 0.0030904  0.0155363
 0.0022369  0.0130220
 0.0013834  0.0105076
 0.0008653  0.0079034
 0.0003473  0.0052991
 0.0001737  0.0026496
 0.0000000  0.0000000
 0.0001737 -0.0026496
 0.0003473 -0.0052991
 0.0008653 -0.0079034
 0.0013834 -0.0105076
 0.0022369 -0.0130220
 0.0030904 -0.0155363
 0.0042648 -0.0179177
 0.0054391 -0.0202991
 0.0069143 -0.0225069
 0.0083895 -0.0247147
 0.0101402 -0.0267110
 0.0118910 -0.0287073
 0.0138873 -0.0304581
 0.0158836 -0.0322088
 0.0180914 -0.0336840
 0.0202991 -0.0351592
 0.0226806 -0.0363335
 0.0250620 -0.0375079
 0.0275763 -0.0383614
 0.0300907 -0.0392149
 0.0326949 -0.0397330
 0.0352992 -0.0402510
 0.0379487 -0.0404246
 0.0405983 -0.0405983
 0.0432479 -0.0404246
 0.0458974 -0.0402510
 0.0485017 -0.0397330
 0.0511059 -0.0392149
 0.0536202 -0.0383614
 0.0561346 -0.0375079
 0.0585160 -0.0363335
 0.0608974 -0.0351592
 0.0631052 -0.0336840
 0.0653130 -0.0322088
 0.0673093 -0.0304581
 0.0693056 -0.0287073
 0.0710563 -0.0267110
 0.0728071 -0.0247147
 0.0742823 -0.0225069
 0.0757574 -0.0202991
 0.0769318 -0.0179177
 0.0781062 -0.0155363
 0.0818568 -0.0093260
 0.0842841 -0.0062041
 0.0941392  0.0029782
 0.1039075  0.0091624
 0.1222984  0.0170947
 0.1234657  0.0175025
 0.1433727  0.0229102
 0.1632797  0.0265216
 0.1696407  0.0273820
 0.1750000  0.0280259
 0.1832166  0.0288782
 0.2031960  0.0303387
 0.2231755  0.0310903
 0.2431549  0.0312669
 0.2631344  0.0309707
 0.2864751  0.0291487
 0.2944570  0.0288115
 0.3129537  0.0280299
 0.3625555  0.0259341
 0.4121573  0.0238383
 0.4301315  0.0230788
 0.4617590  0.0217424
 0.5113608  0.0196466
 0.5609626  0.0175507
 0.5983523  0.0159709
 0.6105644  0.0154549
 0.6601662  0.0133591
 0.7097680  0.0112632
 0.7593697  0.0091674
 0.7887696  0.0079252
 0.8089715  0.0070716
 0.8585733  0.0049757
 0.9081751  0.0028799
 0.9577769  0.0007841
 1.0000000 -0.0010000
