prof_8
 1.0000000  0.0000000
 0.9993025  0.0000783
 0.9916722  0.0009351
 0.9840420  0.0017919
 0.9764117  0.0026486
 0.9687815  0.0035054
 0.9535210  0.0052190
 0.9458907  0.0060757
 0.9382605  0.0069325
 0.9306302  0.0077893
 0.9230000  0.0086461
 0.8959549  0.0116829
 0.7968608  0.0228098
 0.7473138  0.0283733
 0.6977667  0.0339367
 0.6482197  0.0395002
 0.5986726  0.0450636
 0.5491256  0.0506271
 0.4808003  0.0582991
 0.4499537  0.0617628
 0.4002815  0.0663449
 0.3506092  0.0704178
 0.3206647  0.0728730
 0.2875288  0.0749603
 0.2509912  0.0769875
 0.2402810  0.0775818
 0.2310114  0.0780961
 0.2201443  0.0784578
 0.2110158  0.0787376
 0.2000000  0.0788848
 0.1785236  0.0788714
 0.1680799  0.0787233
 0.1620298  0.0785259
 0.1576559  0.0783548
 0.1472621  0.0777769
 0.1369116  0.0769739
 0.1321031  0.0765257
 0.1317573  0.0764935
 0.1297965  0.0763107
 0.1274917  0.0760647
 0.1266200  0.0759687
 0.1251955  0.0758118
 0.1215020  0.0753494
 0.1206196  0.0752353
 0.1183443  0.0749280
 0.1164058  0.0746548
 0.1160714  0.0746077
 0.1138133  0.0742805
 0.1113340  0.0739011
 0.1093142  0.0735852
 0.1070750  0.0731993
 0.1062897  0.0730639
 0.1048492  0.0728157
 0.1026306  0.0723955
 0.1004206  0.0719758
 0.0982242  0.0715347
 0.0962943  0.0711411
 0.0960307  0.0710873
 0.0938580  0.0706175
 0.0916853  0.0701280
 0.0895338  0.0696284
 0.0873862  0.0691034
 0.0864425  0.0688727
 0.0852535  0.0685763
 0.0831323  0.0680178
 0.0815770  0.0676083
 0.0789251  0.0668620
 0.0767548  0.0662358
 0.0751348  0.0657505
 0.0747658  0.0656374
 0.0727010  0.0650050
 0.0719779  0.0647835
 0.0686205  0.0636754
 0.0672478  0.0632171
 0.0665954  0.0629920
 0.0645910  0.0622773
 0.0625663  0.0615555
 0.0606136  0.0608037
 0.0579356  0.0597648
 0.0566899  0.0592521
 0.0547507  0.0584530
 0.0533590  0.0578742
 0.0528215  0.0576333
 0.0509178  0.0567802
 0.0488413  0.0558382
 0.0471455  0.0550199
 0.0452805  0.0541200
 0.0443893  0.0536713
 0.0434377  0.0531790
 0.0416154  0.0522361
 0.0397990  0.0512653
 0.0380251  0.0502727
 0.0362513  0.0492444
 0.0357228  0.0489309
 0.0345060  0.0482046
 0.0336154  0.0476573
 0.0315358  0.0463337
 0.0310926  0.0460448
 0.0294862  0.0449680
 0.0277852  0.0437942
 0.0274691  0.0435737
 0.0261771  0.0426364
 0.0245977  0.0414496
 0.0235415  0.0406356
 0.0230480  0.0402422
 0.0216360  0.0391072
 0.0215284  0.0390164
 0.0200479  0.0377654
 0.0186028  0.0364861
 0.0179529  0.0358926
 0.0171903  0.0351884
 0.0161797  0.0342133
 0.0158107  0.0338489
 0.0144548  0.0324751
 0.0127798  0.0306845
 0.0119099  0.0296763
 0.0111564  0.0287523
 0.0107158  0.0281759
 0.0094672  0.0258434
 0.0076967  0.0237320
 0.0062240  0.0214133
 0.0047512  0.0190946
 0.0036013  0.0166082
 0.0024514  0.0141219
 0.0016440  0.0115103
 0.0008367  0.0088988
 0.0003856  0.0062068
-0.0000654  0.0035148
-0.0001524  0.0007885
-0.0002393 -0.0019379
 0.0000393 -0.0046520
 0.0003179 -0.0073662
 0.0009572 -0.0100216
 0.0015966 -0.0126770
 0.0025858 -0.0152284
 0.0035750 -0.0177797
 0.0048972 -0.0201832
 0.0062193 -0.0225867
 0.0078517 -0.0248014
 0.0094842 -0.0270160
 0.0113990 -0.0290038
 0.0133138 -0.0309916
 0.0154782 -0.0327187
 0.0176426 -0.0344457
 0.0200195 -0.0358823
 0.0223965 -0.0373190
 0.0249454 -0.0384407
 0.0274942 -0.0395624
 0.0301714 -0.0403500
 0.0328485 -0.0411376
 0.0356082 -0.0415776
 0.0383678 -0.0420175
 0.0411627 -0.0421024
 0.0439576 -0.0421872
 0.0467399 -0.0419154
 0.0495223 -0.0416437
 0.0522444 -0.0410200
 0.0549666 -0.0403963
 0.0575820 -0.0394313
 0.0601975 -0.0384663
 0.0626614 -0.0371766
 0.0651253 -0.0358869
 0.0673956 -0.0342945
 0.0696659 -0.0327021
 0.0717037 -0.0308342
 0.0737415 -0.0289664
 0.0755119 -0.0268550
 0.0772823 -0.0247437
 0.0787551 -0.0224250
 0.0802278 -0.0201063
 0.0813777 -0.0176199
 0.0825276 -0.0151335
 0.0831323 -0.0138997
 0.0852535 -0.0095717
 0.0864425 -0.0073067
 0.0873862 -0.0055862
 0.0895338 -0.0017483
 0.0916853  0.0017695
 0.0938580  0.0051467
 0.0960307  0.0083423
 0.0962943  0.0087300
 0.0982242  0.0113486
 0.1004206  0.0142610
 0.1026306  0.0169648
 0.1048492  0.0196214
 0.1062897  0.0212299
 0.1070750  0.0220800
 0.1093142  0.0245040
 0.1113340  0.0265458
 0.1138133  0.0289735
 0.1160714  0.0310693
 0.1164058  0.0313654
 0.1183443  0.0330825
 0.1206196  0.0350443
 0.1215020  0.0357510
 0.1251955  0.0387092
 0.1266200  0.0397544
 0.1274917  0.0403851
 0.1297965  0.0420526
 0.1317573  0.0434195
